"","Entity.A.Type","Entity.A","Entity.B.Type","Entity.B","Connection"
"2874","Organization","THRIVE CAPITAL","Organization","KINNEK","Investor"
"2875","Organization","THRIVE CAPITAL","Organization","LATTICE","Investor"
"2876","Organization","THRIVE CAPITAL","Organization","LOLA","Investor"
"2877","Organization","THRIVE CAPITAL","Organization","MAKERBOT","Investor"
"2878","Organization","THRIVE CAPITAL","Organization","MAPBOX","Investor"
"2879","Organization","THRIVE CAPITAL","Organization","MAPLE","Investor"
"2880","Organization","THRIVE CAPITAL","Organization","NASTY GAL","Investor"
"2881","Organization","THRIVE CAPITAL","Organization","NEVERWARE","Investor"
"2882","Organization","THRIVE CAPITAL","Organization","ONSWIPE","Investor"
"2883","Organization","THRIVE CAPITAL","Organization","OOPA DESIGN","Investor"
"2884","Organization","THRIVE CAPITAL","Organization","OPENDOOR","Investor"
"2885","Organization","THRIVE CAPITAL","Organization","OPENGOV","Investor"
"2886","Organization","THRIVE CAPITAL","Organization","ORCHARD PLATFORM","Investor"
"2887","Organization","THRIVE CAPITAL","Organization","OSCAR INSURANCE CORPORATION","Investor"
"2888","Organization","THRIVE CAPITAL","Organization","PAPERLESS POST","Investor"
"2889","Organization","THRIVE CAPITAL","Organization","PATREON","Investor"
"2890","Organization","THRIVE CAPITAL","Organization","PITZI","Investor"
"2891","Organization","THRIVE CAPITAL","Organization","REALCADRE LLC","Investor"
"2892","Organization","THRIVE CAPITAL","Organization","RELATEIQ","Investor"
"2893","Organization","THRIVE CAPITAL","Organization","RENTJUICE","Investor"
"2894","Organization","THRIVE CAPITAL","Organization","RESEARCHGATE","Investor"
"2895","Organization","THRIVE CAPITAL","Organization","ROOMORAMA","Investor"
"2896","Organization","THRIVE CAPITAL","Organization","SAILTHRU","Investor"
"2897","Organization","THRIVE CAPITAL","Organization","SEGMENT.IO","Investor"
"2898","Organization","THRIVE CAPITAL","Organization","SHIFT LABS","Investor"
"2899","Organization","THRIVE CAPITAL","Organization","SIMPLE","Investor"
"2900","Organization","THRIVE CAPITAL","Organization","SLACK TECHNOLOGIES","Investor"
"2901","Organization","THRIVE CAPITAL","Organization","SPREE COMMERCE","Investor"
"2902","Organization","THRIVE CAPITAL","Organization","STRIPE","Investor"
"2903","Organization","THRIVE CAPITAL","Organization","TICKTAIL","Investor"
"2904","Organization","THRIVE CAPITAL","Organization","TUTORSPREE","Investor"
"2905","Organization","THRIVE CAPITAL","Organization","TWITCH INTERACTIVE","Investor"
"2906","Organization","THRIVE CAPITAL","Organization","UNITY TECHNOLOGIES","Investor"
"2907","Organization","THRIVE CAPITAL","Organization","VYCLONE","Investor"
"2908","Organization","THRIVE CAPITAL","Organization","WARBY PARKER","Investor"
"2909","Organization","THRIVE CAPITAL","Organization","WHISPER","Investor"
"2910","Organization","THRIVE CAPITAL","Organization","ZOLA","Investor"
"2917","Organization","TIHH MEMBER CORP.","Organization","TRUMP INTERNATIONAL HOTEL HAWAII LLC","Ownership"
"2918","Organization","TIHH MEMBER LLC","Organization","TRUMP INTERNATIONAL HOTEL HAWAII LLC","Ownership"
"2919","Organization","TIHM MEMBER CORP.","Organization","TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC","Ownership"
"2920","Organization","TIHT CHICAGO MEMBER ACQUISITION LLC","Organization","401 MEZZ VENTURE LLC","Ownership"
"2921","Organization","TIHT MEMBER LLC","Organization","TIHT COMMERCIAL LLC","Ownership"
"2924","Organization","TIPPERARY REALTY CORP.","Organization","THE TRUMP-EQUITABLE FIFTH AVENUE COMPANY","Ownership"
"2926","Organization","TMG MEMBER, LLC","Organization","TRUMP MODEL MANAGEMENT LLC","Ownership"
"2928","Organization","TNGC CHARLOTTE MANAGER CORP.","Organization","TRUMP NATIONAL GOLF CLUB - CHARLOTTE","Ownership"
"2931","Organization","TNGC DUTCHESS COUNTY MEMBER CORP.","Organization","TRUMP NATIONAL GOLF CLUB - HUDSON VALLEY","Ownership"
"2932","Organization","TNGC JUPITER MANAGING MEMBER CORP.","Organization","TNGC JUPITER MANAGEMENT LLC","Ownership"
"2936","Organization","TNGC PINE HILL MEMBER CORP.","Organization","TRUMP NATIONAL GOLF CLUB - PHILADELPHIA","Ownership"
"2967","Organization","TP CFD MANAGER CORP.","Organization","TP CFD, LLC","Ownership"
"2968","Organization","TRADE ASSET MANAGEMENT COMPANY","Organization","RECOLTE","Ownership"
"2976","Organization","TRUMP 845 LP LLC","Organization","845 UN LIMITED PARTNERSHIP","Ownership"
"2977","Organization","TRUMP 845 UN GP LLC","Organization","845 UN LIMITED PARTNERSHIP","Ownership"
"2978","Organization","TRUMP 845 UN MGR CORP.","Organization","TRUMP 845 UN GP LLC","Ownership"
"2980","Organization","TRUMP AC CASINO MARKS MEMBER CORP.","Organization","TRUMP AC CASINO MARKS LLC","Ownership"
"2981","Organization","TRUMP ACQUISITION CORP.","Organization","TRUMP ACQUISITION, LLC","Ownership"
"2988","Organization","TRUMP BOOKS MANAGER CORP.","Organization","TRUMP BOOKS LLC","Ownership"
"2990","Organization","TRUMP CANOUAN ESTATE MEMBER CORP.","Organization","TRUMP CANOUAN ESTATE LLC","Ownership"
"2991","Organization","TRUMP CAROUSEL MEMBER CORP.","Organization","TRUMP CAROUSEL LLC","Ownership"
"2994","Organization","TRUMP CENTRAL PARK WEST CORP.","Organization","ONE CENTRAL PARK WEST ASSOCIATES","Ownership"
"2995","Organization","TRUMP CHICAGO COMMERCIAL MEMBER CORP.","Organization","TRUMP CHICAGO COMMERCIAL MANAGER LLC","Ownership"
"2996","Organization","TRUMP CHICAGO HOTEL MEMBER CORP.","Organization","TRUMP CHICAGO HOTEL MANAGER LLC","Ownership"
"2997","Organization","TRUMP CHICAGO MANAGING MEMBER LLC","Organization","401 MEZZ VENTURE LLC","Ownership"
"2998","Organization","TRUMP CHICAGO MEMBER LLC","Organization","401 MEZZ VENTURE LLC","Ownership"
"2999","Organization","TRUMP CHICAGO RESIDENTIAL MEMBER CORP.","Organization","TRUMP CHICAGO RESIDENTIAL MANAGER LLC","Ownership"
"3000","Organization","TRUMP CHICAGO RETAIL MEMBER CORP.","Organization","TRUMP CHICAGO RETAIL MANAGER LLC","Ownership"
"3001","Organization","TRUMP CLASSIC CARS MEMBER CORP.","Organization","TRUMP CLASSIC CARS LLC","Ownership"
"3002","Organization","TRUMP CPS CORP.","Organization","TRUMP CPS LLC","Ownership"
"3003","Organization","TRUMP DELMONICO LLC","Organization","TRUMP PARK AVENUE LLC","Ownership"
"3004","Organization","TRUMP DEVELOPMENT SERVICES MEMBER CORP.","Organization","TRUMP DEVELOPMENT SERVICES LLC","Ownership"
"3005","Organization","TRUMP DRINKS ISRAEL HOLDINGS MEMBER CORP.","Organization","TRUMP DRINKS ISRAEL HOLDINGS LLC","Ownership"
"3006","Organization","TRUMP DRINKS ISRAEL MEMBER CORP.","Organization","TRUMP DRINKS ISRAEL LLC","Ownership"
"3008","Organization","TRUMP ENDEAVOR 12 MANAGER CORP.","Organization","TRUMP NATIONAL DORAL","Ownership"
"3011","Organization","TRUMP EU MARKS MEMBER CORP.","Organization","TRUMP EU MARKS LLC","Ownership"
"3012","Organization","TRUMP FERRY POINT MEMBER CORP.","Organization","TRUMP FERRY POINT LLC","Ownership"
"3013","Organization","TRUMP FLORIDA MANAGER CORP.","Organization","TRUMP FLORIDA MANAGEMENT LLC","Ownership"
"3014","Organization","TRUMP GOLF COCO BEACH MEMBER CORP.","Organization","TRUMP GOLF COCO BEACH LLC","Ownership"
"3015","Organization","TRUMP HOME MARKS MEMBER CORP.","Organization","TRUMP HOME MARKS LLC","Ownership"
"3023","Organization","TRUMP INTERNATIONAL DEVELOPMENT MEMBER CORP.","Organization","TRUMP INTERNATIONAL DEVELOPMENT LLC","Ownership"
"3025","Organization","TRUMP INTERNATIONAL GOLF CLUB, INC.","Organization","TRUMP INTERNATIONAL GOLF CLUB - FLORIDA","Ownership"
"3026","Organization","TRUMP INTERNATIONAL GOLF LINKS - DOONBEG","Organization","TIGL IRELAND MANAGEMENT LIMITED","Ownership"
"3027","Organization","TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC","Organization","THC CHINA DEVELOPMENT LLC","Ownership"
"3028","Organization","TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC","Organization","THC IMEA DEVELOPMENT LLC","Ownership"
"3031","Organization","TRUMP KOREAN PROJECTS LLC","Organization","TRUMP KOREA LLC","Ownership"
"3032","Organization","TRUMP LAS OLAS MEMBER CORP.","Organization","TRUMP LAS OLAS LLC","Ownership"
"3033","Organization","TRUMP LAS VEGAS CORP.","Organization","TRUMP LAS VEGAS MANAGING MEMBER LLC","Ownership"
"3034","Organization","TRUMP LAS VEGAS CORP.","Organization","TRUMP LAS VEGAS MEMBER LLC","Ownership"
"3035","Organization","TRUMP LAS VEGAS MANAGING MEMBER LLC","Organization","TRUMP RUFFIN LLC","Ownership"
"3036","Organization","TRUMP LAS VEGAS MEMBER LLC","Organization","TRUMP RUFFIN LLC","Ownership"
"3039","Organization","TRUMP MARKS ASIA CORP.","Organization","TRUMP MARKS ASIA LLC","Ownership"
"3040","Organization","TRUMP MARKS ATLANTA MEMBER CORP.","Organization","TRUMP MARKS ATLANTA LLC","Ownership"
"3041","Organization","TRUMP MARKS BAJA CORP.","Organization","TRUMP MARKS BAJA LLC","Ownership"
"3042","Organization","TRUMP MARKS BATUMI MANAGING MEMBER CORP.","Organization","TRUMP MARKS BATUMI LLC","Ownership"
"3043","Organization","TRUMP MARKS BEVERAGES CORP.","Organization","TRUMP MARKS BEVERAGES LLC","Ownership"
"3044","Organization","TRUMP MARKS CANOUAN CORP.","Organization","TRUMP MARKS CANOUAN LLC","Ownership"
"3045","Organization","TRUMP MARKS CHICAGO MEMBER CORP.","Organization","TRUMP MARKS CHICAGO LLC","Ownership"
"3046","Organization","TRUMP MARKS DUBAI CORP.","Organization","TRUMP MARKS DUBAI LLC","Ownership"
"3047","Organization","TRUMP MARKS EGYPT CORP.","Organization","TRUMP MARKS EGYPT LLC","Ownership"
"3048","Organization","TRUMP MARKS FINE FOODS MEMBER CORP.","Organization","TRUMP MARKS FINE FOODS LLC","Ownership"
"3049","Organization","TRUMP MARKS FT. LAUDERDALE MEMBER CORP.","Organization","TRUMP MARKS FT. LAUDERDALE LLC","Ownership"
"3050","Organization","TRUMP MARKS GP CORP.","Organization","TRUMP MARKS HOLDINGS, L.P.","Ownership"
"3051","Organization","TRUMP MARKS HOLDINGS, L.P.","Organization","TRUMP MARKS LLC","Ownership"
"3053","Organization","TRUMP MARKS HOLLYWOOD CORP.","Organization","TRUMP MARKS HOLLYWOOD LLC","Ownership"
"3054","Organization","TRUMP MARKS ISTANBUL II CORP.","Organization","TRUMP MARKS ISTANBUL II LLC","Ownership"
"3055","Organization","TRUMP MARKS JERSEY CITY CORP.","Organization","TRUMP MARKS JERSEY CITY LLC","Ownership"
"3056","Organization","TRUMP MARKS LAS VEGAS CORP.","Organization","TRUMP MARKS LAS VEGAS LLC","Ownership"
"3057","Organization","TRUMP MARKS MAGAZINE CORP.","Organization","TRUMP MARKS MAGAZINE LLC","Ownership"
"3058","Organization","TRUMP MARKS MATTRESS MEMBER CORP.","Organization","TRUMP MARKS MATTRESS LLC","Ownership"
"3059","Organization","TRUMP MARKS MENSWEAR MEMBER CORP.","Organization","TRUMP MARKS MENSWEAR LLC","Ownership"
"3060","Organization","TRUMP MARKS MORTGAGE CORP.","Organization","TRUMP MARKS MTG LLC","Ownership"
"3061","Organization","TRUMP MARKS MUMBAI MEMBER CORP.","Organization","TRUMP MARKS MUMBAI LLC","Ownership"
"3062","Organization","TRUMP MARKS NEW ROCHELLE CORP.","Organization","TRUMP MARKS NEW ROCHELLE LLC","Ownership"
"3063","Organization","TRUMP MARKS PALM BEACH CORP.","Organization","TRUMP MARKS PALM BEACH LLC","Ownership"
"3064","Organization","TRUMP MARKS PANAMA CORP.","Organization","TRUMP MARKS PANAMA LLC","Ownership"
"3065","Organization","TRUMP MARKS PHILADELPHIA CORP.","Organization","TRUMP MARKS PHILADELPHIA LLC","Ownership"
"3066","Organization","TRUMP MARKS PHILIPPINES CORP.","Organization","TRUMP MARKS PHILIPPINES LLC","Ownership"
"3067","Organization","TRUMP MARKS PRODUCTS MEMBER CORP.","Organization","TRUMP MARKS PRODUCTS LLC","Ownership"
"3068","Organization","TRUMP MARKS PUERTO RICO I MEMBER CORP.","Organization","TRUMP MARKS PUERTO RICO I LLC","Ownership"
"3069","Organization","TRUMP MARKS PUERTO RICO II MEMBER CORP.","Organization","TRUMP MARKS PUERTO RICO II LLC","Ownership"
"3070","Organization","TRUMP MARKS PUNTA DEL ESTE MANAGER CORP.","Organization","TRUMP MARKS PUNTA DEL ESTE LLC","Ownership"
"3071","Organization","TRUMP MARKS SOHO LICENSE CORP.","Organization","TRUMP MARKS SOHO LLC","Ownership"
"3072","Organization","TRUMP MARKS STAMFORD CORP.","Organization","TRUMP MARKS STAMFORD LLC","Ownership"
"3073","Organization","TRUMP MARKS SUNNY ISLES I MEMBER CORP.","Organization","TRUMP MARKS SUNNY ISLES I LLC","Ownership"
"3074","Organization","TRUMP MARKS SUNNY ISLES II MEMBER CORP.","Organization","TRUMP MARKS SUNNY ISLES II LLC","Ownership"
"3075","Organization","TRUMP MARKS TAMPA CORP.","Organization","TRUMP MARKS TAMPA LLC","Ownership"
"3076","Organization","TRUMP MARKS TORONTO CORP.","Organization","TRUMP MARKS TORONTO LLC","Ownership"
"3078","Organization","TRUMP MARKS WAIKIKI CORP.","Organization","TRUMP MARKS WAIKIKI LLC","Ownership"
"3079","Organization","TRUMP MARKS WESTCHESTER CORP.","Organization","TRUMP MARKS WESTCHESTER LLC","Ownership"
"3080","Organization","TRUMP MARKS WHITE PLAINS CORP.","Organization","TRUMP MARKS WHITE PLAINS LLC","Ownership"
"3081","Organization","TRUMP MIAMI RESORT MANAGEMENT MEMBER CORP.","Organization","TRUMP MIAMI RESORT MANAGEMENT LLC","Ownership"
"3082","Organization","TRUMP NATIONAL GOLF CLUB - LOS ANGELES","Organization","VHPS LLC","Ownership"
"3083","Organization","TRUMP NATIONAL GOLF CLUB COLTS NECK MEMBER CORP.","Organization","TRUMP NATIONAL GOLF CLUB - COLTS NECK","Ownership"
"3085","Organization","TRUMP NATIONAL GOLF CLUB MEMBER CORP.","Organization","TRUMP NATIONAL GOLF CLUB - WESTCHESTER","Ownership"
"3086","Organization","TRUMP NATIONAL GOLF CLUB WASHINGTON DC MEMBER CORP.","Organization","TRUMP NATIONAL GOLF CLUB WASHINGTON DC LLC","Ownership"
"3087","Organization","TRUMP OCEAN MANAGER, INC.","Organization","TRUMP OCEAN MANAGING MEMBER LLC","Ownership"
"3088","Organization","TRUMP OCEAN MANAGING MEMBER LLC","Organization","TRUMP ON THE OCEAN LLC","Ownership"
"3092","Organization","TRUMP OLD POST OFFICE MEMBER CORP.","Organization","TRUMP OLD POST OFFICE LLC","Ownership"
"3108","Organization","TRUMP ORGANIZATION LLC","Organization","TRUMP MARKS MMA, LLC","Ownership"
"3110","Organization","TRUMP PAGEANTS, INC.","Organization","MISS UNIVERSE L.P., LLLP","Ownership"
"3111","Organization","TRUMP PANAMA CONDOMINIUM MEMBER CORP.","Organization","TRUMP PANAMA CONDOMINIUM MANAGEMENT, LLC","Ownership"
"3112","Organization","TRUMP PANAMA HOTEL MANAGEMENT MEMBER CORP.","Organization","TRUMP PANAMA HOTEL MANAGEMENT LLC","Ownership"
"3113","Organization","TRUMP PARK AVENUE ACQUISITION LLC","Organization","TRUMP PARK AVENUE LLC","Ownership"
"3117","Organization","TRUMP PLAZA MEMBER INC.","Organization","TRUMP PLAZA LLC","Ownership"
"3119","Organization","TRUMP PRODUCTIONS MANAGING MEMBER, INC.","Organization","TRUMP PRODUCTIONS LLC","Ownership"
"3122","Organization","TRUMP RIVERSIDE MANAGEMENT LLC","Organization","TRUMP/NEW WORLD PROPERTY MANAGEMENT, LLC","Ownership"
"3123","Organization","TRUMP RUFFIN LLC","Organization","TRUMP RUFFIN TOWER I LLC","Ownership"
"3124","Organization","TRUMP RUFFIN TOWER I LLC","Organization","TRUMP RUFFIN COMMERCIAL LLC","Ownership"
"3125","Organization","TRUMP SALES & LEASING CHICAGO MEMBER CORP.","Organization","TRUMP SALES & LEASING CHICAGO LLC","Ownership"
"3126","Organization","TRUMP SCOTLAND MEMBER INC","Organization","TRUMP INTERNATIONAL GOLF LINKS - SCOTLAND","Ownership"
"3127","Organization","TRUMP SCOTSBOROUGH SQUARE MEMBER CORP.","Organization","TRUMP SCOTSBOROUGH SQUARE LLC","Ownership"
"3129","Organization","TRUMP TORONTO MEMBER CORP.","Organization","TRUMP MARKS TORONTO LP","Ownership"
"3131","Organization","TRUMP TOWER MANAGING MEMBER, INC.","Organization","TRUMP TOWER COMMERCIAL LLC","Ownership"
"3132","Organization","TRUMP TURNBERRY","Organization","NITTO WORLD CO. LIMITED","Ownership"
"3134","Organization","TRUMP VINEYARD ESTATES LLC","Organization","TRUMP VINEYARD ESTATES LOT 3 OWNER LLC","Ownership"
"3136","Organization","TRUMP VINEYARD ESTATES MANAGER CORP.","Organization","TRUMP VINEYARD ESTATES LLC","Ownership"
"3138","Organization","TRUMP VIRGINIA ACQUISITIONS MANAGER CORP.","Organization","TRUMP VIRGINIA ACQUISITIONS LLC","Ownership"
"3139","Organization","TRUMP VIRGINIA LOT 5 MANAGER CORP.","Organization","TRUMP VIRGINIA LOT 5 LLC","Ownership"
"3140","Organization","TRUMP WINE MARKS MEMBER CORP.","Organization","TRUMP WINE MARKS LLC","Ownership"
"3142","Organization","TRUMP WORLD PRODUCTIONS MANAGER CORP.","Organization","TRUMP WORLD PRODUCTIONS LLC","Ownership"
"3144","Organization","TTTT VENTURE LLC","Organization","DT BALI GOLF MANAGER LLC","Ownership"
"3145","Organization","TTTT VENTURE LLC","Organization","DT BALI HOTEL MANAGER LLC","Ownership"
"3146","Organization","TTTT VENTURE LLC","Organization","DT BALI TECHNICAL SERVICES MANAGER LLC","Ownership"
"3147","Organization","TTTT VENTURE LLC","Organization","DT LIDO GOLF MANAGER LLC","Ownership"
"3148","Organization","TTTT VENTURE LLC","Organization","DT LIDO HOTEL MANAGER LLC","Ownership"
"3149","Organization","TTTT VENTURE LLC","Organization","DT LIDO TECHNICAL SERVICES MANAGER LLC","Ownership"
"3151","Organization","TTTT VENTURE LLC","Organization","TC MARKS BUENOS AIRES LLC","Ownership"
"3152","Organization","TTTT VENTURE MEMBER CORP.","Organization","THC VENTURE III LLC","Ownership"
"3153","Organization","TURNBERRY SCOTLAND LLC","Organization","GOLF RECREATION SCOTLAND LIMITED","Ownership"
"3154","Organization","TURNBERRY SCOTLAND MANAGING MEMBER CORP.","Organization","TURNBERRY SCOTLAND LLC","Ownership"
"3155","Organization","TW VENTURE I MANAGING MEMBER CORP.","Organization","TW VENTURE I LLC","Ownership"
"3156","Organization","TW VENTURE II LLC","Organization","TRUMP INTERNATIONAL GOLF LINKS - DOONBEG","Ownership"
"3157","Organization","TW VENTURE II MANAGING MEMBER CORP.","Organization","TW VENTURE II LLC","Ownership"
"3161","Organization","UNIT 2502 ENTERPRISES CORP.","Organization","UNIT 2502 ENTERPRISES LLC","Ownership"
"3169","Organization","USTC HOLDINGS, LLC","Organization","XE SERVICES, LLC","Ownership"
"3184","Organization","VORNADO REALTY TRUST","Organization","KUSHNER COMPANIES","Investor"
"3191","Organization","WELLCOME TRUST","Organization","THRIVE CAPITAL","Investor"
"3200","Organization","WHITE COURSE MANAGING MEMBER CORP.","Organization","WHITE COURSE LLC","Ownership"
"47","Person","ALLEN WEISSELBERG","Person","JACK WEISSELBERG","Parent/child"
"75","Person","ANAR MAMMADOV","Person","ZIYA MAMMADOV","Parent/child"
"161","Person","BENY STEINMETZ","Person","DANIEL STEINMETZ","Siblings"
"270","Person","CHARLES KUSHNER","Person","DARA ORBACH","Parent/child"
"271","Person","CHARLES KUSHNER","Person","ESTHER KUSHNER","Siblings"
"273","Person","CHARLES KUSHNER","Person","JOSHUA KUSHNER","Parent/child"
"275","Person","CHARLES KUSHNER","Person","MURRAY KUSHNER","Siblings"
"276","Person","CHARLES KUSHNER","Person","NICOLE KUSHNER MEYER","Parent/child"
"280","Person","CHARLES KUSHNER","Person","SERYL KUSHNER","Married"
"348","Person","DAVID H. KOCH","Person","CHARLES G. KOCH","Siblings"
"359","Person","DAVID S. CORDISH","Person","REED S. CORDISH","Parent/child"
"514","Person","DONALD J. TRUMP","Person","ALEXANDER ANGELSON","Assistant"
"515","Person","DONALD J. TRUMP","Person","ALEXANDER GRAY","Assistant"
"518","Person","DONALD J. TRUMP","Person","ANDELIZ CASTILLO","Assistant"
"520","Person","DONALD J. TRUMP","Person","ANDREW D. KOENIG","Assistant"
"534","Person","DONALD J. TRUMP","Person","BEN HOWARD","Assistant"
"535","Person","DONALD J. TRUMP","Person","BETHANY SCULLY","Assistant"
"537","Person","DONALD J. TRUMP","Person","BILL MCGINLEY","Assistant"
"549","Person","DONALD J. TRUMP","Person","CARLOS DIAZ-ROSILLO","Assistant"
"556","Person","DONALD J. TRUMP","Person","CINDY SIMMS","Assistant"
"585","Person","DONALD J. TRUMP","Person","DONALD TRUMP JR.","Parent/child"
"675","Person","DONALD J. TRUMP","Person","ERIC TRUMP","Parent/child"
"710","Person","DONALD J. TRUMP","Person","IVANKA TRUMP","Parent/child"
"716","Person","DONALD J. TRUMP","Person","JARROD P. AGEN","Assistant"
"725","Person","DONALD J. TRUMP","Person","JOHN EISENBERG","Assistant"
"731","Person","DONALD J. TRUMP","Person","JOSEPH LAI","Assistant"
"732","Person","DONALD J. TRUMP","Person","JOYCE MEYER","Assistant"
"756","Person","DONALD J. TRUMP","Person","MARC LOTTER","Assistant"
"759","Person","DONALD J. TRUMP","Person","MARYANNE TRUMP BARRY","Siblings"
"762","Person","DONALD J. TRUMP","Person","MELANIA TRUMP","Married"
"766","Person","DONALD J. TRUMP","Person","MICHAEL J. ELLIS","Assistant"
"793","Person","DONALD J. TRUMP","Person","PAUL TELLER","Assistant"
"817","Person","DONALD J. TRUMP","Person","ROBERT GOAD","Assistant"
"828","Person","DONALD J. TRUMP","Person","RYAN JARMULA","Assistant"
"832","Person","DONALD J. TRUMP","Person","SARAH MAKIN","Assistant"
"837","Person","DONALD J. TRUMP","Person","SEAN CAIRNCROSS","Assistant"
"840","Person","DONALD J. TRUMP","Person","SEBASTIAN GORKA","Assistant"
"845","Person","DONALD J. TRUMP","Person","SHAHIRA KNIGHT","Assistant"
"859","Person","DONALD J. TRUMP","Person","STEPHEN MUNISTERI","Assistant"
"943","Person","DONALD J. TRUMP","Person","TIMOTHY PATAKI","Assistant"
"1227","Person","DONALD J. TRUMP","Person","UTTAM DHILLON","Assistant"
"1272","Person","DONALD TRUMP JR.","Person","ERIC TRUMP","Siblings"
"1294","Person","DONALD TRUMP JR.","Person","VANESSA TRUMP","Married"
"1355","Person","ELAINE CHAO","Person","ANGELA CHAO","Siblings"
"1360","Person","ELAINE CHAO","Person","CHRISTINE CHAO","Siblings"
"1397","Person","ELTON MAMMADOV","Person","ANAR MAMMADOV","Siblings"
"1399","Person","ELTON MAMMADOV","Person","ZIYA MAMMADOV","Parent/child"
"1400","Person","ELVIRA KUDRYASHOVA","Person","VIKTOR KHRAPUNOV","Parent/child"
"1402","Person","EMIN AGALAROV","Person","ARAS AGALAROV","Parent/child"
"1422","Person","ERIK PRINCE","Person","BETSY DEVOS","Siblings"
"1482","Person","GEORGE T. CONWAY III","Person","KELLYANNE CONWAY","Married"
"1559","Person","ILYAS KHRAPUNOV","Person","VIKTOR KHRAPUNOV","Parent/child"
"1586","Person","IVANKA TRUMP","Person","DONALD TRUMP JR.","Siblings"
"1587","Person","IVANKA TRUMP","Person","ERIC TRUMP","Siblings"
"1589","Person","IVANKA TRUMP","Person","JARED KUSHNER","Married"
"1634","Person","JAMES S.C. CHAO","Person","ANGELA CHAO","Parent/child"
"1635","Person","JAMES S.C. CHAO","Person","CHRISTINE CHAO","Parent/child"
"1636","Person","JAMES S.C. CHAO","Person","ELAINE CHAO","Parent/child"
"1649","Person","JARED KUSHNER","Person","AVRAHM BERKOWITZ","Assistant"
"1651","Person","JARED KUSHNER","Person","CHARLES KUSHNER","Parent/child"
"1653","Person","JARED KUSHNER","Person","DARA ORBACH","Siblings"
"1667","Person","JARED KUSHNER","Person","NICOLE KUSHNER MEYER","Siblings"
"1737","Person","JOSE E.B. ANTONIO","Person","JOSE ROBERTO ""ROBBIE"" ANTONIO","Parent/child"
"1742","Person","JOSEPH MEYER","Person","NICOLE KUSHNER MEYER","Married"
"1747","Person","JOSHUA KUSHNER","Person","DARA ORBACH","Siblings"
"1753","Person","JOSHUA KUSHNER","Person","JARED KUSHNER","Siblings"
"1757","Person","JOSHUA KUSHNER","Person","NICOLE KUSHNER MEYER","Siblings"
"1901","Person","LUCIUS JOSEPH RICCIO","Person","RHONA GRAFF RICCIO","Married"
"1934","Person","MARK BURNETT","Person","ROMA DOWNEY","Married"
"1957","Person","MATTHEW CALAMARI","Person","MATTHEW CALAMARI, JR.","Parent/child"
"2085","Person","MICK MULVANEY","Person","PAM MULVANEY","Married"
"2119","Person","MITCH MCCONNELL","Person","ELAINE CHAO","Married"
"2142","Person","NICOLE KUSHNER MEYER","Person","DARA ORBACH","Siblings"
"2256","Person","RAZ STEINMETZ","Person","DANIEL STEINMETZ","Parent/child"
"2273","Person","REBEKAH MERCER","Person","SYLVAIN MIROCHNIKOFF","Married"
"2371","Person","RHONA GRAFF RICCIO","Person","DONALD J. TRUMP","Assistant"
"2384","Person","RICHARD DEVOS","Person","BETSY DEVOS","Parent/child"
"2392","Person","RICHARD MARVIN ""DICK"" DEVOS JR.","Person","BETSY DEVOS","Married"
"2401","Person","RICK PERRY","Person","ANITA THIGPEN PERRY","Married"
"2433","Person","ROBERT MERCER","Person","REBEKAH MERCER","Parent/child"
"2459","Person","RUPERT MURDOCH","Person","CHLOE MURDOCH","Parent/child"
"2460","Person","RUPERT MURDOCH","Person","GRACE MURDOCH","Parent/child"
"2476","Person","SALLY PRIEBUS","Person","REINCE PRIEBUS","Married"
"2514","Person","SERYL KUSHNER","Person","DARA ORBACH","Parent/child"
"2515","Person","SERYL KUSHNER","Person","NICOLE KUSHNER MEYER","Parent/child"
"2520","Person","SHANNON MCGAHN","Person","DON MCGAHN","Married"
"2547","Person","STEPHEN B. MEISTER","Person","JASON D. MEISTER","Parent/child"
"2720","Person","SUSAN POMPEO","Person","MICHAEL POMPEO","Married"
"2914","Person","TIAH JOO KIM","Person","TONY TIAH THEE KIAN","Parent/child"
"3192","Person","WELLS GRIFFITH","Person","CATHERINE BRAY GRIFFITH","Married"
"3193","Person","WENDI DENG MURDOCH","Person","CHLOE MURDOCH","Parent/child"
"3194","Person","WENDI DENG MURDOCH","Person","GRACE MURDOCH","Parent/child"
"3359","Person","WILLIAM I. KOCH","Person","CHARLES G. KOCH","Siblings"
"3360","Person","WILLIAM I. KOCH","Person","DAVID H. KOCH","Siblings"
"316","Organization","CONNECTED NATION","Person","JESSICA DITTO","Director"
"2722","Organization","T INTERNATIONAL REALTY LLC","Person","IVANKA TRUMP","Member"
"2780","Organization","THE HERITAGE FOUNDATION","Person","PAUL WINFREE","Director"
"3143","Organization","TTT CONSULTING LLC","Person","IVANKA TRUMP","Member"
"3150","Organization","TTTT VENTURE LLC","Person","IVANKA TRUMP","Member"
"13","Person","ABDUL WAHID AL ULAMA","Organization","NITTO WORLD CO. LIMITED","Director"
"14","Person","ABDUL WAHID AL ULAMA","Organization","SLC TURNBERRY LIMITED","Director"
"28","Person","ALAN JOHN ROGERS","Organization","NITTO WORLD CO. LIMITED","Director"
