"","Entity.A.Type","Entity.A","Entity.B.Type","Entity.B","Connection"
"944","Person","DONALD J. TRUMP","Organization","TIPPERARY REALTY CORP.","President"
"945","Person","DONALD J. TRUMP","Organization","TMG MEMBER, LLC","Member"
"946","Person","DONALD J. TRUMP","Organization","TNGC CHARLOTTE LLC","President"
"947","Person","DONALD J. TRUMP","Organization","TNGC CHARLOTTE MANAGER CORP.","President"
"948","Person","DONALD J. TRUMP","Organization","TNGC DUTCHESS COUNTY LLC","President"
"949","Person","DONALD J. TRUMP","Organization","TNGC DUTCHESS COUNTY MEMBER CORP.","President"
"950","Person","DONALD J. TRUMP","Organization","TNGC JUPITER MANAGEMENT LLC","President"
"951","Person","DONALD J. TRUMP","Organization","TNGC JUPITER MANAGING MEMBER CORP.","President"
"952","Person","DONALD J. TRUMP","Organization","TNGC PINE HILL LLC","President"
"953","Person","DONALD J. TRUMP","Organization","TNGC PINE HILL MEMBER CORP.","President"
"956","Person","DONALD J. TRUMP","Organization","TORONTO DEVELOPMENT LLC","President"
"957","Person","DONALD J. TRUMP","Organization","TP CFD MANAGER CORP.","President"
"958","Person","DONALD J. TRUMP","Organization","TP CFD, LLC","President"
"959","Person","DONALD J. TRUMP","Organization","TRAVEL ENTERPRISES MANAGEMENT INC","President"
"961","Person","DONALD J. TRUMP","Organization","TRUMP 106 CPS LLC","President"
"962","Person","DONALD J. TRUMP","Organization","TRUMP 55 WALL CORP.","President"
"963","Person","DONALD J. TRUMP","Organization","TRUMP 767 MANAGEMENT LLC","President"
"964","Person","DONALD J. TRUMP","Organization","TRUMP 845 LP LLC","President"
"965","Person","DONALD J. TRUMP","Organization","TRUMP 845 UN GP LLC","President"
"966","Person","DONALD J. TRUMP","Organization","TRUMP 845 UN MGR CORP.","President"
"967","Person","DONALD J. TRUMP","Organization","TRUMP 845 UN MGR LLC","President"
"968","Person","DONALD J. TRUMP","Organization","TRUMP AC CASINO MARKS LLC","President"
"969","Person","DONALD J. TRUMP","Organization","TRUMP AC CASINO MARKS MEMBER CORP.","President"
"970","Person","DONALD J. TRUMP","Organization","TRUMP ACQUISITION CORP.","President"
"971","Person","DONALD J. TRUMP","Organization","TRUMP ACQUISITION, LLC","President"
"972","Person","DONALD J. TRUMP","Organization","TRUMP BOOKS LLC","President"
"973","Person","DONALD J. TRUMP","Organization","TRUMP BOOKS MANAGER CORP.","President"
"974","Person","DONALD J. TRUMP","Organization","TRUMP BRAZIL LLC","President"
"975","Person","DONALD J. TRUMP","Organization","TRUMP BRIARCLIFF MANOR DEVELOPMENT LLC","President"
"976","Person","DONALD J. TRUMP","Organization","TRUMP CANADIAN SERVICES INC","President"
"977","Person","DONALD J. TRUMP","Organization","TRUMP CANOUAN ESTATE LLC","President"
"978","Person","DONALD J. TRUMP","Organization","TRUMP CANOUAN ESTATE MEMBER CORP.","President"
"979","Person","DONALD J. TRUMP","Organization","TRUMP CARIBBEAN LLC","Member"
"980","Person","DONALD J. TRUMP","Organization","TRUMP CAROUSEL LLC","President"
"981","Person","DONALD J. TRUMP","Organization","TRUMP CAROUSEL MEMBER CORP.","President"
"982","Person","DONALD J. TRUMP","Organization","TRUMP CENTRAL PARK WEST CORP.","President"
"983","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO COMMERCIAL MANAGER LLC","President"
"984","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO COMMERCIAL MEMBER CORP.","President"
"985","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO DEVELOPMENT LLC","President"
"986","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO HOTEL MANAGER LLC","President"
"987","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO HOTEL MEMBER CORP.","President"
"988","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO MANAGING MEMBER LLC","President"
"989","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO MEMBER LLC","President"
"990","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO RESIDENTIAL MANAGER LLC","President"
"991","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO RESIDENTIAL MEMBER CORP.","President"
"992","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO RETAIL LLC","President"
"993","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO RETAIL MANAGER LLC","President"
"994","Person","DONALD J. TRUMP","Organization","TRUMP CHICAGO RETAIL MEMBER CORP.","President"
"995","Person","DONALD J. TRUMP","Organization","TRUMP CLASSIC CARS LLC","President"
"996","Person","DONALD J. TRUMP","Organization","TRUMP CLASSIC CARS MEMBER CORP.","President"
"997","Person","DONALD J. TRUMP","Organization","TRUMP COMMERCIAL CHICAGO LLC","President"
"1000","Person","DONALD J. TRUMP","Organization","TRUMP CPS CORP.","Director"
"1001","Person","DONALD J. TRUMP","Organization","TRUMP CPS LLC","President"
"1002","Person","DONALD J. TRUMP","Organization","TRUMP DELMONICO LLC","Member"
"1003","Person","DONALD J. TRUMP","Organization","TRUMP DEVELOPMENT SERVICES LLC","President"
"1004","Person","DONALD J. TRUMP","Organization","TRUMP DEVELOPMENT SERVICES MEMBER CORP.","President"
"1005","Person","DONALD J. TRUMP","Organization","TRUMP DRINKS ISRAEL HOLDINGS LLC","President"
"1006","Person","DONALD J. TRUMP","Organization","TRUMP DRINKS ISRAEL HOLDINGS MEMBER CORP.","President"
"1007","Person","DONALD J. TRUMP","Organization","TRUMP DRINKS ISRAEL LLC","President"
"1008","Person","DONALD J. TRUMP","Organization","TRUMP DRINKS ISRAEL MEMBER CORP.","President"
"1010","Person","DONALD J. TRUMP","Organization","TRUMP EMPIRE STATE, INC.","President"
"1011","Person","DONALD J. TRUMP","Organization","TRUMP ENDEAVOR 12 LLC","President"
"1012","Person","DONALD J. TRUMP","Organization","TRUMP ENDEAVOR 12 MANAGER CORP.","President"
"1013","Person","DONALD J. TRUMP","Organization","TRUMP EU MARKS LLC","President"
"1014","Person","DONALD J. TRUMP","Organization","TRUMP EU MARKS MEMBER CORP.","President"
"1015","Person","DONALD J. TRUMP","Organization","TRUMP FERRY POINT LLC","President"
"1016","Person","DONALD J. TRUMP","Organization","TRUMP FERRY POINT MEMBER CORP.","President"
"1017","Person","DONALD J. TRUMP","Organization","TRUMP FLORIDA MANAGEMENT LLC","Member"
"1018","Person","DONALD J. TRUMP","Organization","TRUMP FLORIDA MANAGER CORP.","President"
"1021","Person","DONALD J. TRUMP","Organization","TRUMP GOLF ACQUISITION LLC","President"
"1022","Person","DONALD J. TRUMP","Organization","TRUMP GOLF COCO BEACH LLC","President"
"1023","Person","DONALD J. TRUMP","Organization","TRUMP GOLF COCO BEACH MEMBER CORP.","President"
"1024","Person","DONALD J. TRUMP","Organization","TRUMP GOLF MANAGEMENT LLC","President"
"1025","Person","DONALD J. TRUMP","Organization","TRUMP HOME MARKS LLC","President"
"1026","Person","DONALD J. TRUMP","Organization","TRUMP HOME MARKS MEMBER CORP.","President"
"1028","Person","DONALD J. TRUMP","Organization","TRUMP ICE LLC","President"
"1029","Person","DONALD J. TRUMP","Organization","TRUMP ICE, INC.","President"
"1030","Person","DONALD J. TRUMP","Organization","TRUMP IDENTITY LLC","Member"
"1031","Person","DONALD J. TRUMP","Organization","TRUMP IDENTITY MEMBER CORP.","President"
"1032","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL DEVELOPMENT LLC","President"
"1033","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL DEVELOPMENT MEMBER CORP.","President"
"1034","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL GOLF CLUB LC","President"
"1036","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL GOLF CLUB, INC.","President"
"1037","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL HOTEL AND TOWER CONDOMINIUM","President"
"1038","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL HOTEL HAWAII LLC","President"
"1039","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC","President"
"1040","Person","DONALD J. TRUMP","Organization","TRUMP INTERNATIONAL MANAGEMENT CORP.","President"
"1041","Person","DONALD J. TRUMP","Organization","TRUMP KELOWNA LLC","President"
"1042","Person","DONALD J. TRUMP","Organization","TRUMP KELOWNA MEMBER CORP.","President"
"1043","Person","DONALD J. TRUMP","Organization","TRUMP KOREAN PROJECTS LLC","Member"
"1044","Person","DONALD J. TRUMP","Organization","TRUMP LAS OLAS LLC","Member"
"1045","Person","DONALD J. TRUMP","Organization","TRUMP LAS OLAS MEMBER CORP.","President"
"1046","Person","DONALD J. TRUMP","Organization","TRUMP LAS VEGAS CORP.","President"
"1047","Person","DONALD J. TRUMP","Organization","TRUMP LAS VEGAS DEVELOPMENT LLC","President"
"1048","Person","DONALD J. TRUMP","Organization","TRUMP LAS VEGAS MANAGING MEMBER LLC","President"
"1049","Person","DONALD J. TRUMP","Organization","TRUMP LAS VEGAS MEMBER LLC","President"
"1050","Person","DONALD J. TRUMP","Organization","TRUMP LAS VEGAS SALES & MARKETING INC","President"
"1051","Person","DONALD J. TRUMP","Organization","TRUMP LAUDERDALE DEVELOPMENT 2 LLC","Member"
"1052","Person","DONALD J. TRUMP","Organization","TRUMP LAUDERDALE DEVELOPMENT LLC","President"
"1053","Person","DONALD J. TRUMP","Organization","TRUMP MANAGEMENT INC.","Director"
"1054","Person","DONALD J. TRUMP","Organization","TRUMP MARKETING LLC","President"
"1055","Person","DONALD J. TRUMP","Organization","TRUMP MARKS ASIA CORP.","President"
"1056","Person","DONALD J. TRUMP","Organization","TRUMP MARKS ASIA LLC","President"
"1057","Person","DONALD J. TRUMP","Organization","TRUMP MARKS ATLANTA LLC","President"
"1058","Person","DONALD J. TRUMP","Organization","TRUMP MARKS ATLANTA MEMBER CORP.","President"
"1059","Person","DONALD J. TRUMP","Organization","TRUMP MARKS BAJA CORP.","President"
"1060","Person","DONALD J. TRUMP","Organization","TRUMP MARKS BAJA LLC","President"
"1061","Person","DONALD J. TRUMP","Organization","TRUMP MARKS BATUMI LLC","President"
"1062","Person","DONALD J. TRUMP","Organization","TRUMP MARKS BATUMI MEMBER CORP.","President"
"1063","Person","DONALD J. TRUMP","Organization","TRUMP MARKS BEVERAGES CORP.","President"
"1064","Person","DONALD J. TRUMP","Organization","TRUMP MARKS BEVERAGES LLC","President"
"1065","Person","DONALD J. TRUMP","Organization","TRUMP MARKS CANOUAN CORP.","President"
"1066","Person","DONALD J. TRUMP","Organization","TRUMP MARKS CANOUAN LLC","President"
"1067","Person","DONALD J. TRUMP","Organization","TRUMP MARKS CHICAGO LLC","President"
"1068","Person","DONALD J. TRUMP","Organization","TRUMP MARKS CHICAGO MEMBER CORP.","President"
"1071","Person","DONALD J. TRUMP","Organization","TRUMP MARKS DUBAI CORP.","President"
"1072","Person","DONALD J. TRUMP","Organization","TRUMP MARKS DUBAI LLC","President"
"1073","Person","DONALD J. TRUMP","Organization","TRUMP MARKS EGYPT CORP.","President"
"1074","Person","DONALD J. TRUMP","Organization","TRUMP MARKS EGYPT LLC","President"
"1075","Person","DONALD J. TRUMP","Organization","TRUMP MARKS FINE FOODS LLC","President"
"1076","Person","DONALD J. TRUMP","Organization","TRUMP MARKS FINE FOODS MEMBER CORP.","President"
"1077","Person","DONALD J. TRUMP","Organization","TRUMP MARKS FT. LAUDERDALE LLC","President"
"1078","Person","DONALD J. TRUMP","Organization","TRUMP MARKS FT. LAUDERDALE MEMBER CORP.","President"
"1079","Person","DONALD J. TRUMP","Organization","TRUMP MARKS GOLF SWING LLC","President"
"1080","Person","DONALD J. TRUMP","Organization","TRUMP MARKS GOLF SWING MEMBER CORP.","President"
"1081","Person","DONALD J. TRUMP","Organization","TRUMP MARKS GP CORP.","President"
"1083","Person","DONALD J. TRUMP","Organization","TRUMP MARKS HOLLYWOOD CORP.","President"
"1084","Person","DONALD J. TRUMP","Organization","TRUMP MARKS HOLLYWOOD LLC","President"
"1085","Person","DONALD J. TRUMP","Organization","TRUMP MARKS ISTANBUL II CORP.","President"
"1086","Person","DONALD J. TRUMP","Organization","TRUMP MARKS ISTANBUL II LLC","President"
"1087","Person","DONALD J. TRUMP","Organization","TRUMP MARKS JERSEY CITY CORP.","President"
"1088","Person","DONALD J. TRUMP","Organization","TRUMP MARKS JERSEY CITY LLC","President"
"1089","Person","DONALD J. TRUMP","Organization","TRUMP MARKS LAS VEGAS CORP.","President"
"1090","Person","DONALD J. TRUMP","Organization","TRUMP MARKS LAS VEGAS LLC","President"
"1091","Person","DONALD J. TRUMP","Organization","TRUMP MARKS LLC","President"
"1092","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MAGAZINE CORP.","President"
"1093","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MAGAZINE LLC","President"
"1094","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MATTRESS LLC","President"
"1095","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MATTRESS MEMBER CORP.","President"
"1096","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MENSWEAR LLC","President"
"1097","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MENSWEAR MEMBER CORP.","President"
"1098","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MORTGAGE CORP.","President"
"1099","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MTG LLC","President"
"1100","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MUMBAI LLC","President"
"1101","Person","DONALD J. TRUMP","Organization","TRUMP MARKS MUMBAI MEMBER CORP.","President"
"1102","Person","DONALD J. TRUMP","Organization","TRUMP MARKS NEW ORLEANS CORP.","President"
"1103","Person","DONALD J. TRUMP","Organization","TRUMP MARKS NEW ORLEANS LLC","President"
"1104","Person","DONALD J. TRUMP","Organization","TRUMP MARKS NEW ROCHELLE CORP.","President"
"1105","Person","DONALD J. TRUMP","Organization","TRUMP MARKS NEW ROCHELLE LLC","President"
"1106","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PALM BEACH CORP.","President"
"1107","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PALM BEACH LLC","President"
"1108","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PANAMA CORP.","President"
"1109","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PANAMA LLC","President"
"1110","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PHILADELPHIA CORP.","President"
"1111","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PHILADELPHIA LLC","President"
"1112","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PHILIPPINES CORP.","President"
"1113","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PHILIPPINES LLC","President"
"1114","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PRODUCTS LLC","President"
"1115","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PRODUCTS MEMBER CORP.","President"
"1116","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PUERTO RICO I LLC","President"
"1117","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PUERTO RICO I MEMBER CORP.","President"
"1118","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PUERTO RICO II LLC","President"
"1119","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PUERTO RICO II MEMBER CORP.","President"
"1120","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PUNTA DEL ESTE LLC","President"
"1121","Person","DONALD J. TRUMP","Organization","TRUMP MARKS PUNTA DEL ESTE MANAGER CORP.","President"
"1122","Person","DONALD J. TRUMP","Organization","TRUMP MARKS REAL ESTATE LLC","President"
"1123","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SOHO LICENSE CORP.","President"
"1124","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SOHO LLC","President"
"1125","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SOUTH AFRICA LLC","President"
"1126","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SOUTH AFRICA MEMBER CORP.","Member"
"1127","Person","DONALD J. TRUMP","Organization","TRUMP MARKS STAMFORD CORP.","President"
"1128","Person","DONALD J. TRUMP","Organization","TRUMP MARKS STAMFORD LLC","President"
"1129","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SUNNY ISLES I LLC","President"
"1130","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SUNNY ISLES I MEMBER CORP.","President"
"1131","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SUNNY ISLES II LLC","President"
"1132","Person","DONALD J. TRUMP","Organization","TRUMP MARKS SUNNY ISLES II MEMBER CORP.","President"
"1133","Person","DONALD J. TRUMP","Organization","TRUMP MARKS TAMPA CORP.","President"
"1134","Person","DONALD J. TRUMP","Organization","TRUMP MARKS TAMPA LLC","President"
"1135","Person","DONALD J. TRUMP","Organization","TRUMP MARKS TORONTO CORP.","President"
"1136","Person","DONALD J. TRUMP","Organization","TRUMP MARKS TORONTO LLC","President"
"1138","Person","DONALD J. TRUMP","Organization","TRUMP MARKS WAIKIKI CORP.","President"
"1139","Person","DONALD J. TRUMP","Organization","TRUMP MARKS WAIKIKI LLC","President"
"1140","Person","DONALD J. TRUMP","Organization","TRUMP MARKS WESTCHESTER CORP.","President"
"1141","Person","DONALD J. TRUMP","Organization","TRUMP MARKS WESTCHESTER LLC","President"
"1142","Person","DONALD J. TRUMP","Organization","TRUMP MARKS WHITE PLAINS CORP.","President"
"1143","Person","DONALD J. TRUMP","Organization","TRUMP MARKS WHITE PLAINS LLC","President"
"1144","Person","DONALD J. TRUMP","Organization","TRUMP MIAMI RESORT MANAGEMENT LLC","President"
"1145","Person","DONALD J. TRUMP","Organization","TRUMP MIAMI RESORT MANAGEMENT MEMBER CORP.","President"
"1147","Person","DONALD J. TRUMP","Organization","TRUMP NATIONAL GOLF CLUB COLTS NECK LLC","President"
"1148","Person","DONALD J. TRUMP","Organization","TRUMP NATIONAL GOLF CLUB COLTS NECK MEMBER CORP.","President"
"1149","Person","DONALD J. TRUMP","Organization","TRUMP NATIONAL GOLF CLUB LLC","President"
"1150","Person","DONALD J. TRUMP","Organization","TRUMP NATIONAL GOLF CLUB MEMBER CORP.","President"
"1151","Person","DONALD J. TRUMP","Organization","TRUMP NATIONAL GOLF CLUB WASHINGTON DC LLC","President"
"1152","Person","DONALD J. TRUMP","Organization","TRUMP NATIONAL GOLF CLUB WASHINGTON DC MEMBER CORP.","President"
"1154","Person","DONALD J. TRUMP","Organization","TRUMP OCEAN MANAGER, INC.","President"
"1155","Person","DONALD J. TRUMP","Organization","TRUMP OCEAN MANAGING MEMBER LLC","President"
"1156","Person","DONALD J. TRUMP","Organization","TRUMP OLD POST OFFICE LLC","President"
"1157","Person","DONALD J. TRUMP","Organization","TRUMP OLD POST OFFICE MEMBER CORP.","President"
"1158","Person","DONALD J. TRUMP","Organization","TRUMP ON THE OCEAN LLC","President"
"1159","Person","DONALD J. TRUMP","Organization","TRUMP ORGANIZATION LLC","President"
"1160","Person","DONALD J. TRUMP","Organization","TRUMP PAGEANTS, INC.","President"
"1161","Person","DONALD J. TRUMP","Organization","TRUMP PALACE CONDOMINIUM","President"
"1162","Person","DONALD J. TRUMP","Organization","TRUMP PALACE/PARC LLC","Member"
"1163","Person","DONALD J. TRUMP","Organization","TRUMP PANAMA CONDOMINIUM MANAGEMENT, LLC","President"
"1164","Person","DONALD J. TRUMP","Organization","TRUMP PANAMA CONDOMINIUM MEMBER CORP.","President"
"1165","Person","DONALD J. TRUMP","Organization","TRUMP PANAMA HOTEL MANAGEMENT LLC","Member"
"1166","Person","DONALD J. TRUMP","Organization","TRUMP PANAMA HOTEL MANAGEMENT MEMBER CORP.","President"
"1167","Person","DONALD J. TRUMP","Organization","TRUMP PARC EAST CONDOMINIUM","President"
"1168","Person","DONALD J. TRUMP","Organization","TRUMP PARK AVENUE ACQUISITION LLC","President"
"1169","Person","DONALD J. TRUMP","Organization","TRUMP PARK AVENUE LLC","President"
"1170","Person","DONALD J. TRUMP","Organization","TRUMP PAYROLL CHICAGO LLC","President"
"1171","Person","DONALD J. TRUMP","Organization","TRUMP PAYROLL CORP.","President"
"1172","Person","DONALD J. TRUMP","Organization","TRUMP PHOENIX DEVELOPMENT LLC","President"
"1173","Person","DONALD J. TRUMP","Organization","TRUMP PLAZA LLC","Member"
"1174","Person","DONALD J. TRUMP","Organization","TRUMP PLAZA MEMBER INC.","President"
"1176","Person","DONALD J. TRUMP","Organization","TRUMP PRODUCTION MANAGING MEMBER INC","President"
"1177","Person","DONALD J. TRUMP","Organization","TRUMP PRODUCTIONS LLC","President"
"1178","Person","DONALD J. TRUMP","Organization","TRUMP PROJECT MANAGEMENT CORP.","President"
"1179","Person","DONALD J. TRUMP","Organization","TRUMP PROPERTIES LLC","President"
"1180","Person","DONALD J. TRUMP","Organization","TRUMP REALTY SERVICES, LLC","President"
"1181","Person","DONALD J. TRUMP","Organization","TRUMP RESTAURANTS LLC","President"
"1183","Person","DONALD J. TRUMP","Organization","TRUMP RIVERSIDE MANAGEMENT LLC","Member"
"1184","Person","DONALD J. TRUMP","Organization","TRUMP RUFFIN COMMERCIAL LLC","President"
"1185","Person","DONALD J. TRUMP","Organization","TRUMP RUFFIN LLC","President"
"1186","Person","DONALD J. TRUMP","Organization","TRUMP RUFFIN TOWER I LLC","President"
"1187","Person","DONALD J. TRUMP","Organization","TRUMP SALES & LEASING CHICAGO LLC","President"
"1188","Person","DONALD J. TRUMP","Organization","TRUMP SALES & LEASING CHICAGO MEMBER CORP.","President"
"1189","Person","DONALD J. TRUMP","Organization","TRUMP SCOTLAND MEMBER INC","President"
"1190","Person","DONALD J. TRUMP","Organization","TRUMP SCOTSBOROUGH SQUARE LLC","President"
"1191","Person","DONALD J. TRUMP","Organization","TRUMP SCOTSBOROUGH SQUARE MEMBER CORP.","President"
"1193","Person","DONALD J. TRUMP","Organization","TRUMP SOHO MEMBER LLC","President"
"1194","Person","DONALD J. TRUMP","Organization","TRUMP TORONTO DEVELOPMENT INC","President"
"1195","Person","DONALD J. TRUMP","Organization","TRUMP TORONTO HOTEL MANAGEMENT CORP.","President"
"1197","Person","DONALD J. TRUMP","Organization","TRUMP TOWER COMMERCIAL LLC","President"
"1198","Person","DONALD J. TRUMP","Organization","TRUMP TOWER CONDOMINIUM RESIDENTIAL SECTION","President"
"1199","Person","DONALD J. TRUMP","Organization","TRUMP TOWER MANAGING MEMBER, INC.","President"
"1200","Person","DONALD J. TRUMP","Organization","TRUMP VILLAGE CONSTRUCTION CORP.","President"
"1201","Person","DONALD J. TRUMP","Organization","TRUMP VINEYARD ESTATES LLC","President"
"1202","Person","DONALD J. TRUMP","Organization","TRUMP VINEYARD ESTATES LOT 3 OWNER LLC","President"
"1203","Person","DONALD J. TRUMP","Organization","TRUMP VINEYARD ESTATES MANAGER CORP.","President"
"1204","Person","DONALD J. TRUMP","Organization","TRUMP VIRGINIA ACQUISITIONS LLC","President"
"1205","Person","DONALD J. TRUMP","Organization","TRUMP VIRGINIA ACQUISITIONS MANAGER CORP.","President"
"1206","Person","DONALD J. TRUMP","Organization","TRUMP VIRGINIA LOT 5 LLC","President"
"1207","Person","DONALD J. TRUMP","Organization","TRUMP VIRGINIA LOT 5 MANAGER CORP.","President"
"1208","Person","DONALD J. TRUMP","Organization","TRUMP WINE MARKS LLC","President"
"1209","Person","DONALD J. TRUMP","Organization","TRUMP WINE MARKS MEMBER CORP.","President"
"1210","Person","DONALD J. TRUMP","Organization","TRUMP WORLD PRODUCTIONS LLC","President"
"1211","Person","DONALD J. TRUMP","Organization","TRUMP WORLD PRODUCTIONS MANAGER CORP.","President"
"1212","Person","DONALD J. TRUMP","Organization","TRUMP WORLD PUBLICATIONS LLC","President"
"1213","Person","DONALD J. TRUMP","Organization","TRUMP'S CASTLE MANAGEMENT CORP.","President"
"1214","Person","DONALD J. TRUMP","Organization","TRUMP/NEW WORLD PROPERTY MANAGEMENT, LLC","President"
"1217","Person","DONALD J. TRUMP","Organization","TTTT VENTURE MEMBER CORP.","President"
"1218","Person","DONALD J. TRUMP","Organization","TURNBERRY SCOTLAND LLC","President"
"1219","Person","DONALD J. TRUMP","Organization","TURNBERRY SCOTLAND MANAGING MEMBER CORP.","President"
"1220","Person","DONALD J. TRUMP","Organization","TW VENTURE I LLC","President"
"1221","Person","DONALD J. TRUMP","Organization","TW VENTURE I MANAGING MEMBER CORP.","President"
"1222","Person","DONALD J. TRUMP","Organization","TW VENTURE II LLC","President"
"1223","Person","DONALD J. TRUMP","Organization","TW VENTURE II MANAGING MEMBER CORP.","President"
"1224","Person","DONALD J. TRUMP","Organization","ULTIMATE AIR CORP.","President"
"1225","Person","DONALD J. TRUMP","Organization","UNIT 2502 ENTERPRISES CORP.","President"
"1226","Person","DONALD J. TRUMP","Organization","UNIT 2502 ENTERPRISES LLC","President"
"1228","Person","DONALD J. TRUMP","Organization","VH PROPERTY CORP.","President"
"1229","Person","DONALD J. TRUMP","Organization","VHPS LLC","President"
"1235","Person","DONALD J. TRUMP","Organization","WEST PALM OPERATIONS LLC","President"
"1236","Person","DONALD J. TRUMP","Organization","WEXFORD HALL INC.","President"
"1237","Person","DONALD J. TRUMP","Organization","WHITE COURSE LLC","President"
"1238","Person","DONALD J. TRUMP","Organization","WHITE COURSE MANAGING MEMBER CORP.","President"
"1240","Person","DONALD J. TRUMP","Organization","WILSHIRE HALL LLC","Member"
"1241","Person","DONALD J. TRUMP","Organization","WMTMF LLC","President"
"1242","Person","DONALD J. TRUMP","Organization","WOLLMAN RINK OPERATIONS LLC","President"
"1243","Person","DONALD J. TRUMP","Organization","YORKTOWN REAL ESTATE LLC (F/K/A/ YORKTOWN DEVELOPMENT ASSOCIATES LLC),NAWYORK.","President"
"1270","Person","DONALD TRUMP JR.","Organization","DT CONNECT EUROPE LIMITED","Director"
"1277","Person","DONALD TRUMP JR.","Organization","NITTO WORLD CO. LIMITED","Director"
"1280","Person","DONALD TRUMP JR.","Organization","SLC TURNBERRY LIMITED","Director"
"1281","Person","DONALD TRUMP JR.","Organization","THE DONALD J. TRUMP FOUNDATION","Director"
"1288","Person","DONALD TRUMP JR.","Organization","TRUMP INTERNATIONAL GOLF CLUB LC","President"
"1289","Person","DONALD TRUMP JR.","Organization","TRUMP INTERNATIONAL GOLF CLUB SCOTLAND LIMITED","Director"
"1349","Person","EDWARD ROBINSON","Organization","MAR-A-LAGO CLUB, INC","Member"
"1353","Person","ELAINE CHAO","Organization","ALFALFA CLUB","Member"
"1362","Person","ELAINE CHAO","Organization","COUNCIL ON FOREIGN RELATIONS","Member"
"1365","Person","ELAINE CHAO","Organization","DOLE FOOD COMPANY","Director"
"1372","Person","ELAINE CHAO","Organization","INGERSOLL RAND","Director"
"1373","Person","ELAINE CHAO","Organization","INTERNATIONAL CLUB NUMBER ONE","Member"
"1378","Person","ELAINE CHAO","Organization","NEWS CORP","Director"
"1379","Person","ELAINE CHAO","Organization","PROTECTIVE LIFE CORPORATION","Director"
"1380","Person","ELAINE CHAO","Organization","REPUBLICAN WOMEN'S FEDERAL FORUM","Member"
"1382","Person","ELAINE CHAO","Organization","THE ASIAN PACIFIC AMERICAN ADVISORY COMMITTEE","Member"
"1388","Person","ELAINE CHAO","Organization","U.S. SENATE SPOUSES","Member"
"1391","Person","ELAINE CHAO","Organization","VULCAN MATERIAL COMPANY","Director"
"1393","Person","ELAINE CHAO","Organization","WELLS FARGO","Director"
"1403","Person","ERIC CANTOR","Organization","FOUNDATION FOR EXCELLENCE IN EDUCATION","Director"
"1406","Person","ERIC TRUMP","Organization","DT CONNECT EUROPE LIMITED","Director"
"1407","Person","ERIC TRUMP","Organization","DT CONNECT II LLC","President"
"1411","Person","ERIC TRUMP","Organization","FLORIDA PROPERTIES MANAGEMENT LLC","President"
